,recipe,ingredient,quantity,unit
592,Groentesoep met kip en rijst,middelgrote ui,200.0,g
593,Groentesoep met kip en rijst,knoflook,16.0,g
594,Groentesoep met kip en rijst,milde olijfolie,36.0,g
595,Groentesoep met kip en rijst,prei,400.0,g
596,Groentesoep met kip en rijst,cherrytomaten,250.0,g
597,Groentesoep met kip en rijst,basisreceptkipfiletinbouillon,125.0,g
598,Groentesoep met kip en rijst,milde harissa,24.0,g
599,"Traybake met kippendij, sinaasappelglaze en brocccoli",sinaasappel,510.0,g
600,"Traybake met kippendij, sinaasappelglaze en brocccoli",sjalot,40.0,g
601,"Traybake met kippendij, sinaasappelglaze en brocccoli",appelcider,20.0,g
602,"Traybake met kippendij, sinaasappelglaze en brocccoli",sojasaus,30.0,g
603,"Traybake met kippendij, sinaasappelglaze en brocccoli",gemalen komijn,4.0,g
604,"Traybake met kippendij, sinaasappelglaze en brocccoli",bruinesuiker,500.0,g
605,"Traybake met kippendij, sinaasappelglaze en brocccoli",zonnebloemolie,72.0,g
606,"Traybake met kippendij, sinaasappelglaze en brocccoli",scharrelkipdijfilet,390.0,g
607,"Traybake met kippendij, sinaasappelglaze en brocccoli",knoflook,24.0,g
608,"Traybake met kippendij, sinaasappelglaze en brocccoli",verse krieltjes,1000.0,g
609,"Traybake met kippendij, sinaasappelglaze en brocccoli",koelvers broccoliroosje,600.0,g
610,Linzenstoof met gepocheerde eieren,middelgrote ui,200.0,g
611,Linzenstoof met gepocheerde eieren,knoflook,32.0,g
612,Linzenstoof met gepocheerde eieren,gember,25.0,g
613,Linzenstoof met gepocheerde eieren,zonnebloemolie,24.0,g
614,Linzenstoof met gepocheerde eieren,kardemompoeder,6.0,g
615,Linzenstoof met gepocheerde eieren,rode linzen,300.0,g
616,Linzenstoof met gepocheerde eieren,gepelde tomaten in blik,800.0,g
617,Linzenstoof met gepocheerde eieren,water,100.0,g
618,Linzenstoof met gepocheerde eieren,verse spinazie,200.0,g
619,Linzenstoof met gepocheerde eieren,middelgroot ei,240.0,g
620,Linzenstoof met gepocheerde eieren,verse koriander,15.0,g
632,Ovenschotel met chipolata en knolselderij,kruimige aardappel,1000.0,g
633,Ovenschotel met chipolata en knolselderij,knolselderij,900.0,g
634,Ovenschotel met chipolata en knolselderij,halfvolle melk,1000.0,g
635,Ovenschotel met chipolata en knolselderij,rode ui,200.0,g
636,Ovenschotel met chipolata en knolselderij,appels,1.0,g
637,Ovenschotel met chipolata en knolselderij,runderchipolataworstje,215.0,g
638,Ovenschotel met chipolata en knolselderij,winterpeen,500.0,g
639,Ovenschotel met chipolata en knolselderij,zonnebloemolie,24.0,g
640,Ovenschotel met chipolata en knolselderij,ongezouten roomboter,30,g
641,Ovenschotel met chipolata en knolselderij,zaanse mosterd,10.0,g
642,Ovenschotel met chipolata en knolselderij,panko,50,g
649,"Spaghetti met tartaar, tomaat en wortel",bospeen,300.0,g
650,"Spaghetti met tartaar, tomaat en wortel",tomaten,280.0,g
651,"Spaghetti met tartaar, tomaat en wortel",verse platte peterselie,15.0,g
652,"Spaghetti met tartaar, tomaat en wortel",middelgrote ui,100.0,g
653,"Spaghetti met tartaar, tomaat en wortel",knoflook,16.0,g
654,"Spaghetti met tartaar, tomaat en wortel",milde olijfolie,48.0,g
655,"Spaghetti met tartaar, tomaat en wortel",rundertartaar,300.0,g
656,"Spaghetti met tartaar, tomaat en wortel",tomatenpuree,45.0,g
657,"Spaghetti met tartaar, tomaat en wortel",volkorenspaghetti,300.0,g
658,"Spaghetti met tartaar, tomaat en wortel",geraspte kaas 30+,100.0,g
667,Gestoofde pompoen met puntpaprika en kidneybonen (advertorial),puntpaprika,260.0,g
668,Gestoofde pompoen met puntpaprika en kidneybonen (advertorial),arachideolie,30.0,g
669,Gestoofde pompoen met puntpaprika en kidneybonen (advertorial),koelverse muskaatpompoenstukjes,400.0,g
670,Gestoofde pompoen met puntpaprika en kidneybonen (advertorial),kruiden,31.14,g
671,Gestoofde pompoen met puntpaprika en kidneybonen (advertorial),tomaten,400.0,g
672,Gestoofde pompoen met puntpaprika en kidneybonen (advertorial),bonen,320.0,g
673,Gestoofde pompoen met puntpaprika en kidneybonen (advertorial),heet water,250.0,g
674,Gestoofde pompoen met puntpaprika en kidneybonen (advertorial),verse platte peterselie,15.0,g
675,Gestoofde pompoen met puntpaprika en kidneybonen (advertorial),yoghurt Griekse stijl 0%,100.0,g
700,Börek met spinazie en feta,middelgrote ui,100.0,g
701,Börek met spinazie en feta,zonnebloemolie,12.0,g
702,Börek met spinazie en feta,verse spinazie,400.0,g
703,Börek met spinazie en feta,feta 48+,200.0,g
704,Börek met spinazie en feta,verse platte peterselie,15.0,g
705,Börek met spinazie en feta,middelgroot ei,60.0,g
706,Börek met spinazie en feta,vers filodeeg,680.0,g
707,Börek met spinazie en feta,sesamzaad,5.0,g
716,Aardappelkoekjes met paddenstoelen ,Aardappel,750.0,g
717,Aardappelkoekjes met paddenstoelen ,rode ui,100.0,g
718,Aardappelkoekjes met paddenstoelen ,knoflook,16.0,g
719,Aardappelkoekjes met paddenstoelen ,verse platte peterselie,7.5,g
720,Aardappelkoekjes met paddenstoelen ,paddenstoelen voor pasta,400,g
721,Aardappelkoekjes met paddenstoelen ,ongezouten roomboter,40,g
722,Aardappelkoekjes met paddenstoelen ,wittewijnazijn,15.0,g
723,Aardappelkoekjes met paddenstoelen ,pecorino romano,100.0,g
724,Aardappelkoekjes met paddenstoelen ,tarwebloem,150.0,g
725,Aardappelkoekjes met paddenstoelen ,middelgroot ei,120.0,g
726,Aardappelkoekjes met paddenstoelen ,arachideolie,20.0,g
727,Pumpkin spice baked oats,koelverse pompoenblokjes,200.0,g
728,Pumpkin spice baked oats,ongezouten pecannoten,70,g
729,Pumpkin spice baked oats,middelgroot ei,60.0,g
730,Pumpkin spice baked oats,halfvolle melk,150.0,g
731,Pumpkin spice baked oats,fijne havermout,100.0,g
732,Pumpkin spice baked oats,bakpoeder,125.0,g
733,Pumpkin spice baked oats,gemalen kaneel,2.0,g
734,Pumpkin spice baked oats,koek- en speculaaskruiden,2.0,g
735,Pumpkin spice baked oats,vloeibare honing,30.0,g
736,"Havermout met peer, dadels en walnoten",eetrijpe peer,900.0,g
737,"Havermout met peer, dadels en walnoten",milde olijfolie,12.0,g
738,"Havermout met peer, dadels en walnoten",halfvolle melk,600.0,g
739,"Havermout met peer, dadels en walnoten",volkoren havermout,100.0,g
740,"Havermout met peer, dadels en walnoten",gemalen kaneel,2.0,g
741,"Havermout met peer, dadels en walnoten",dadels zonder pit,40.0,g
742,"Havermout met peer, dadels en walnoten",ongebrande walnoten,40,g
743,Romige bloemkooldip met snoepgroente en witlof,middelgrote ui,50.0,g
744,Romige bloemkooldip met snoepgroente en witlof,knoflook,8.0,g
745,Romige bloemkooldip met snoepgroente en witlof,milde olijfolie,6.0,g
746,Romige bloemkooldip met snoepgroente en witlof,koelverse bloemkoolrijst,200.0,g
747,Romige bloemkooldip met snoepgroente en witlof,gemalen komijn,0.5,g
748,Romige bloemkooldip met snoepgroente en witlof,citroen,32.5,g
749,Romige bloemkooldip met snoepgroente en witlof,verse peterselie,7.5,g
750,Romige bloemkooldip met snoepgroente en witlof,zuivelspread,100.0,g
751,Romige bloemkooldip met snoepgroente en witlof,witlof,250.0,g
752,Romige bloemkooldip met snoepgroente en witlof,snoepgroentemix,375.0,g
753,"Volkorensandwich met rode ui, spinazie en cottage cheese",rode ui,200.0,g
754,"Volkorensandwich met rode ui, spinazie en cottage cheese",milde olijfolie,24.0,g
755,"Volkorensandwich met rode ui, spinazie en cottage cheese",verse spinazie,200.0,g
756,"Volkorensandwich met rode ui, spinazie en cottage cheese",volkorenbrood,280.0,g
757,"Volkorensandwich met rode ui, spinazie en cottage cheese",cottagecheese,400.0,g
758,"Lasagne met champignons, tomaat en mozzarella",kastanjechampignon,800.0,g
759,"Lasagne met champignons, tomaat en mozzarella",milde olijfolie,36.0,g
760,"Lasagne met champignons, tomaat en mozzarella",knoflook,24.0,g
761,"Lasagne met champignons, tomaat en mozzarella",trostomaat,300.0,g
762,"Lasagne met champignons, tomaat en mozzarella",tomatenpuree,70.0,g
763,"Lasagne met champignons, tomaat en mozzarella",gedroogde Italiaanse kruiden,18.0,g
764,"Lasagne met champignons, tomaat en mozzarella",water,300.0,g
765,"Lasagne met champignons, tomaat en mozzarella",groentebouillon,4.5,g
766,"Lasagne met champignons, tomaat en mozzarella",mozzarella,250,g
767,"Lasagne met champignons, tomaat en mozzarella",volkoren lasagne bladen,504.0,g
768,"Lasagne met champignons, tomaat en mozzarella",geroosterde pijnboompitten,40.0,g
769,Volkorenbrood met 100% pindakaas en appel,volkorenbrood,280.0,g
770,Volkorenbrood met 100% pindakaas en appel,appel,300.0,g
771,Volkorenbrood met 100% pindakaas en appel,pindakaas,125.0,g
772,Gevulde komkommer met walnoten-geitenkaasspread,komkommer,400.0,g
773,Gevulde komkommer met walnoten-geitenkaasspread,ongebrande walnoten,30,g
774,Gevulde komkommer met walnoten-geitenkaasspread,verse bieslook,10.0,g
775,Gevulde komkommer met walnoten-geitenkaasspread,chavroux frais nature 45+,150.0,g
776,Kaasomelet met frisse courgettesalade,courgette,300.0,g
777,Kaasomelet met frisse courgettesalade,verse bieslook,12.5,g
778,Kaasomelet met frisse courgettesalade,rucola,85.0,g
779,Kaasomelet met frisse courgettesalade,milde olijfolie,36.0,g
780,Kaasomelet met frisse courgettesalade,azijn,250.0,g
781,Kaasomelet met frisse courgettesalade,wit scharrelei,504.0,g
782,Kaasomelet met frisse courgettesalade,geraspte 30+ kaas,150.0,g
783,Preistamppot met runderballetjes in kerriesaus,Aardappel,1200.0,g
784,Preistamppot met runderballetjes in kerriesaus,koelverse gesneden prei,800.0,g
785,Preistamppot met runderballetjes in kerriesaus,knoflook,16.0,g
786,Preistamppot met runderballetjes in kerriesaus,verse platte peterselie,15.0,g
787,Preistamppot met runderballetjes in kerriesaus,rundertartaar,300.0,g
788,Preistamppot met runderballetjes in kerriesaus,milde olijfolie,36.0,g
789,Preistamppot met runderballetjes in kerriesaus,kerriepoeder,18.0,g
790,Preistamppot met runderballetjes in kerriesaus,zuivelspread naturel,200.0,g
791,"Magere kwark met mango, kiwi en amandelen",eetrijpe mango,280.0,g
792,"Magere kwark met mango, kiwi en amandelen",kiwi,300.0,g
793,"Magere kwark met mango, kiwi en amandelen",ongebrande amandelen,75,g
794,"Magere kwark met mango, kiwi en amandelen",magere kwark,1000.0,g
795,No bake carrotballs met dadels,geroosterde volkorenmuesli,75.0,g
796,No bake carrotballs met dadels,dadels zonder pit,75.0,g
797,No bake carrotballs met dadels,ongebrande amandelen,40,g
798,No bake carrotballs met dadels,pindakaas,12.0,g
799,No bake carrotballs met dadels,gemalen kaneel,2.0,g
800,No bake carrotballs met dadels,winterpeen,150.0,g
808,"Geroosterde groente met aardappelpartjes, kip en sinaasappel ",flespompoen,600.0,g
809,"Geroosterde groente met aardappelpartjes, kip en sinaasappel ",broccoli,500.0,g
810,"Geroosterde groente met aardappelpartjes, kip en sinaasappel ",rode ui,200.0,g
811,"Geroosterde groente met aardappelpartjes, kip en sinaasappel ",knoflook,16.0,g
812,"Geroosterde groente met aardappelpartjes, kip en sinaasappel ",sinaasappel,170.0,g
813,"Geroosterde groente met aardappelpartjes, kip en sinaasappel ",kipdijfilet,395.0,g
814,"Geroosterde groente met aardappelpartjes, kip en sinaasappel ",aardappelpartjes,500.0,g
815,"Geroosterde groente met aardappelpartjes, kip en sinaasappel ",gedroogde tijm,12.0,g
816,"Geroosterde groente met aardappelpartjes, kip en sinaasappel ",milde olijfolie,48.0,g
817,Volkoren overnight oats met bramen,halfvolle yoghurt,1000.0,g
818,Volkoren overnight oats met bramen,volkoren havermout,150.0,g
819,Volkoren overnight oats met bramen,rozijnen,75.0,g
820,Volkoren overnight oats met bramen,gemalen kaneel,2.0,g
821,Volkoren overnight oats met bramen,diepvries doosjevol bramen,250.0,g
826,Wortelsoep met muntyoghurt en volkorenpita,knoflook,16.0,g
827,Wortelsoep met muntyoghurt en volkorenpita,milde olijfolie,48.0,g
828,Wortelsoep met muntyoghurt en volkorenpita,hutspotgroenten,500.0,g
829,Wortelsoep met muntyoghurt en volkorenpita,kerriepoeder,12.0,g
830,Wortelsoep met muntyoghurt en volkorenpita,groentebouillon,9.0,g
831,Wortelsoep met muntyoghurt en volkorenpita,kokend water,750.0,g
832,Wortelsoep met muntyoghurt en volkorenpita,volkorenpita,400.0,g
833,Wortelsoep met muntyoghurt en volkorenpita,verse munt,15.0,g
834,Wortelsoep met muntyoghurt en volkorenpita,yoghurt Skyr,200.0,g
835,Wortelsoep met muntyoghurt en volkorenpita,water,30.0,g
836,"Volkorenpasta met tuinertwensaus, tomaat en makreel",volkorenpenne,300.0,g
837,"Volkorenpasta met tuinertwensaus, tomaat en makreel",fijne diepvries tuinerwten,450.0,g
838,"Volkorenpasta met tuinertwensaus, tomaat en makreel",water,150.0,g
839,"Volkorenpasta met tuinertwensaus, tomaat en makreel",tomaten,500.0,g
840,"Volkorenpasta met tuinertwensaus, tomaat en makreel",milde olijfolie,12.0,g
841,"Volkorenpasta met tuinertwensaus, tomaat en makreel",verse peterselie,15.0,g
842,"Volkorenpasta met tuinertwensaus, tomaat en makreel",koelverse roomkaas met bieslook,150.0,g
843,"Volkorenpasta met tuinertwensaus, tomaat en makreel",Makreel,240.0,g
844,"Volkorenbrood met zuivelspread, banaan en amandelschaafsel",amandelschaafsel,4.0,g
845,"Volkorenbrood met zuivelspread, banaan en amandelschaafsel",bananen,1000.0,g
846,"Volkorenbrood met zuivelspread, banaan en amandelschaafsel",volkorenbrood,280.0,g
847,"Volkorenbrood met zuivelspread, banaan en amandelschaafsel",zuivelspread,200.0,g
852,"Volkorenpastasalade met mozzarellabolletjes, sojabonen, tonijn en komkommer",volkorenpenne,200.0,g
853,"Volkorenpastasalade met mozzarellabolletjes, sojabonen, tonijn en komkommer",komkommer,200.0,g
854,"Volkorenpastasalade met mozzarellabolletjes, sojabonen, tonijn en komkommer",salade-ui,80.0,g
855,"Volkorenpastasalade met mozzarellabolletjes, sojabonen, tonijn en komkommer",minimozzarella,125.0,g
856,"Volkorenpastasalade met mozzarellabolletjes, sojabonen, tonijn en komkommer",koelverse sojabonen,200.0,g
857,"Volkorenpastasalade met mozzarellabolletjes, sojabonen, tonijn en komkommer",tonijn in zonnebloemolie,320.0,g
858,"Volkorenpastasalade met mozzarellabolletjes, sojabonen, tonijn en komkommer",citroen,65.0,g
859,Kikkererwtencurry met pinda en spinazie en rijst ,volkoren basmatirijst,300.0,g
860,Kikkererwtencurry met pinda en spinazie en rijst ,middelgrote ui,200.0,g
861,Kikkererwtencurry met pinda en spinazie en rijst ,arachideolie,20.0,g
862,Kikkererwtencurry met pinda en spinazie en rijst ,kikkererwten in blik,400.0,g
863,Kikkererwtencurry met pinda en spinazie en rijst ,garam masala,12.0,g
864,Kikkererwtencurry met pinda en spinazie en rijst ,pindakaas,35.0,g
865,Kikkererwtencurry met pinda en spinazie en rijst ,tomatenblokjes,400.0,g
866,Kikkererwtencurry met pinda en spinazie en rijst ,water,200.0,g
867,Kikkererwtencurry met pinda en spinazie en rijst ,groentebouillon,4.5,g
868,Kikkererwtencurry met pinda en spinazie en rijst ,verse spinazie,400.0,g
869,"Bananensplit met magere kwark, kersen en muesli",diepvries kersen,250.0,g
870,"Bananensplit met magere kwark, kersen en muesli",banaan,1000.0,g
871,"Bananensplit met magere kwark, kersen en muesli",magere kwark,500.0,g
872,"Bananensplit met magere kwark, kersen en muesli",geroosterde volkorenmuesli,80.0,g
873,Gezonde pindakaas popcorn,zonnebloemolie,24.0,g
874,Gezonde pindakaas popcorn,popcorn mais,50.0,g
875,Gezonde pindakaas popcorn,pindakaas,75.0,g
876,Gezonde pindakaas popcorn,kerriepoeder,2.0,g
877,Volkorentoast met avocadospread en peterselie,volkorenbrood,280.0,g
878,Volkorentoast met avocadospread en peterselie,sesamzaad,5.0,g
879,Volkorentoast met avocadospread en peterselie,eetrijpe avocado,360.0,g
880,Volkorentoast met avocadospread en peterselie,limoen,30.0,g
881,Volkorentoast met avocadospread en peterselie,verse peterselie,5.0,g
882,"Pizza van volkorenplatbrood met tartaar, paprika en tomatensalsa ",rode paprika,500.0,g
883,"Pizza van volkorenplatbrood met tartaar, paprika en tomatensalsa ",middelgrote ui,100.0,g
884,"Pizza van volkorenplatbrood met tartaar, paprika en tomatensalsa ",knoflook,24.0,g
885,"Pizza van volkorenplatbrood met tartaar, paprika en tomatensalsa ",milde olijfolie,36.0,g
886,"Pizza van volkorenplatbrood met tartaar, paprika en tomatensalsa ",rundertartaar,300.0,g
887,"Pizza van volkorenplatbrood met tartaar, paprika en tomatensalsa ",gemalen komijnzaad,6.0,g
888,"Pizza van volkorenplatbrood met tartaar, paprika en tomatensalsa ",tomatenpuree,70.0,g
889,"Pizza van volkorenplatbrood met tartaar, paprika en tomatensalsa ",water,50.0,g
890,"Pizza van volkorenplatbrood met tartaar, paprika en tomatensalsa ",salade-ui,2200.0,g
891,"Pizza van volkorenplatbrood met tartaar, paprika en tomatensalsa ",wrap,240.0,g
892,"Pizza van volkorenplatbrood met tartaar, paprika en tomatensalsa ",halfvolle yoghurt,75.0,g
893,"Pizza van volkorenplatbrood met tartaar, paprika en tomatensalsa ",trostomaat,300.0,g
894,"Pizza van volkorenplatbrood met tartaar, paprika en tomatensalsa ",jonge bladsla-rucolamelange,75.0,g
902,"Volkorenwraprolletjes met ricotta, gerookte zalm en rauwkost",volkoren tortillawrap,124.0,g
903,"Volkorenwraprolletjes met ricotta, gerookte zalm en rauwkost",ricotta,125.0,g
904,"Volkorenwraprolletjes met ricotta, gerookte zalm en rauwkost",witte natuurazijn,10.0,g
905,"Volkorenwraprolletjes met ricotta, gerookte zalm en rauwkost",Zalm,100.0,g
906,"Volkorenwraprolletjes met ricotta, gerookte zalm en rauwkost",koelverse rauwkost Amsterdamse ui,150.0,g
907,"Volkorenbolletje met kaas, radijs en komkommer ",komkommer,400.0,g
908,"Volkorenbolletje met kaas, radijs en komkommer ",radijs,200.0,g
909,"Volkorenbolletje met kaas, radijs en komkommer ",belegen30+kaas,2000.0,g
910,"Volkorenbolletje met kaas, radijs en komkommer ",bakkersbolvolkoren,2000.0,g
911,"Couscous met gebakken kip, wortel, abrikozen en citroen ",volkorencouscous,300.0,g
912,"Couscous met gebakken kip, wortel, abrikozen en citroen ",groentebouillon,4.5,g
913,"Couscous met gebakken kip, wortel, abrikozen en citroen ",kokend water,350.0,g
914,"Couscous met gebakken kip, wortel, abrikozen en citroen ",kipfilet,400.0,g
915,"Couscous met gebakken kip, wortel, abrikozen en citroen ",milde olijfolie,36.0,g
916,"Couscous met gebakken kip, wortel, abrikozen en citroen ",garam masala,12.0,g
917,"Couscous met gebakken kip, wortel, abrikozen en citroen ",winterpeen,300.0,g
918,"Couscous met gebakken kip, wortel, abrikozen en citroen ",macaronigroenten,450.0,g
919,"Couscous met gebakken kip, wortel, abrikozen en citroen ",gewelde abrikozen zonder pit,50.0,g
920,"Couscous met gebakken kip, wortel, abrikozen en citroen ",citroen,65.0,g
972,Crostini met appel en worst,vers stokbrood,200.0,g
973,Crostini met appel en worst,milde olijfolie,36.0,g
974,Crostini met appel en worst,rode ui,100.0,g
975,Crostini met appel en worst,Appels,175.0,g
976,Crostini met appel en worst,varkensbraadworst,200.0,g
977,Crostini met appel en worst,ongezouten roomboter,25,g
978,Crostini met appel en worst,venkelzaad,2.0,g
979,Crostini met appel en worst,rodewijnazijn,12.0,g
980,Klassiek Britse pie met kip,water,1090.0,g
981,Klassiek Britse pie met kip,groentebouillon,20.0,g
982,Klassiek Britse pie met kip,scharrelkipfilet,400.0,g
983,Klassiek Britse pie met kip,ongezouten roomboter,225,g
984,Klassiek Britse pie met kip,bloem,425.0,g
985,Klassiek Britse pie met kip,zout,0.5,g
986,Klassiek Britse pie met kip,middelgrote ui,100.0,g
987,Klassiek Britse pie met kip,prei,400.0,g
988,Klassiek Britse pie met kip,winterpeen,95.0,g
989,Klassiek Britse pie met kip,champignons,250.0,g
990,Klassiek Britse pie met kip,verse tijm,6.0,g
991,Klassiek Britse pie met kip,verse platte peterselie,7.5,g
992,Klassiek Britse pie met kip,zonnebloemolie,24.0,g
993,Klassiek Britse pie met kip,middelgroot ei,60.0,g
